ACO_ID,ACO_NAME,STATE,YEAR,N_AB,PREVIOUS_SAVINGS_RATE,PREVIOUS_QUALITY_SCORE,PREVIOUS_PERFORMANCE_GAP_PCT,EXPENDITURE_GROWTH_PCT,BENCHMARK_GROWTH_PCT,BENEFICIARY_GROWTH_PCT,QUALITY_CHANGE,RISK_PROBABILITY,RISK_PREDICTION,RISK_LABEL,RISK_PROBABILITY_PCT,FORECASTED_NEXT_YEAR_SAVINGS_RATE,FORECASTED_NEXT_YEAR_SAVINGS_RATE_PCT,SAVINGS_FORECAST_CATEGORY,TWIN_1_ACO_ID,TWIN_1_ACO_NAME,TWIN_1_STATE,TWIN_1_YEAR,TWIN_1_SIMILARITY_SCORE,TWIN_1_SAVINGS_RATE_PCT,TWIN_1_OUTPERFORMING,TWIN_1_OUTPERFORMANCE_GAP_PCT,TWIN_2_ACO_ID,TWIN_2_ACO_NAME,TWIN_2_STATE,TWIN_2_YEAR,TWIN_2_SIMILARITY_SCORE,TWIN_2_SAVINGS_RATE_PCT,TWIN_2_OUTPERFORMING,TWIN_2_OUTPERFORMANCE_GAP_PCT,TWIN_3_ACO_ID,TWIN_3_ACO_NAME,TWIN_3_STATE,TWIN_3_YEAR,TWIN_3_SIMILARITY_SCORE,TWIN_3_SAVINGS_RATE_PCT,TWIN_3_OUTPERFORMING,TWIN_3_OUTPERFORMANCE_GAP_PCT,TWIN_4_ACO_ID,TWIN_4_ACO_NAME,TWIN_4_STATE,TWIN_4_YEAR,TWIN_4_SIMILARITY_SCORE,TWIN_4_SAVINGS_RATE_PCT,TWIN_4_OUTPERFORMING,TWIN_4_OUTPERFORMANCE_GAP_PCT,TWIN_5_ACO_ID,TWIN_5_ACO_NAME,TWIN_5_STATE,TWIN_5_YEAR,TWIN_5_SIMILARITY_SCORE,TWIN_5_SAVINGS_RATE_PCT,TWIN_5_OUTPERFORMING,TWIN_5_OUTPERFORMANCE_GAP_PCT,TOP5_AVG_SAVINGS_RATE_PCT,TOP5_MEDIAN_SAVINGS_RATE_PCT,TOP5_WEIGHTED_SAVINGS_RATE_PCT,TOP5_BEST_SAVINGS_RATE_PCT,TOP5_WORST_SAVINGS_RATE_PCT,OUTPERFORMING_TWIN_COUNT,OUTPERFORMING_TWIN_RATE,BEST_OUTPERFORMING_TWIN_ID,BEST_OUTPERFORMING_TWIN_NAME,BEST_OUTPERFORMING_TWIN_YEAR,BEST_OUTPERFORMING_TWIN_SIMILARITY,BEST_OUTPERFORMING_TWIN_SAVINGS_RATE_PCT,BEST_OUTPERFORMING_TWIN_GAP_PCT,TWIN_RECOMMENDATION
A00011,Heritage Wellness Network,Maryland,2024,9191,0.061729,72.2025,1.7028,-4.099,3.9127,-1.1479,-1.8489,0.0840224597389545,0,LOW RISK,8.4,0.0330519784128736,3.305197841287362,HIGH SAVINGS,A05511,Golden Valley Physicians Association,Virginia,2022,65.91433269404754,1.3901,False,-3.6592,A00519,Riverside Health Collaborative Partners,Washington,2022,63.1745330384264,5.049300000000001,False,0.0,A05727,Stonebridge Physician Network Care Network,Illinois,2022,62.5775573635588,4.7948,False,-0.2545000000000005,A05923,Summit Wellness Health System,Tennessee,2022,62.12049779044744,5.8315,True,0.7821999999999996,A07265,Springfield Health Partners Alliance,Missouri,2022,58.92565766440366,7.001499999999999,True,1.952199999999999,4.81344,5.049300000000001,4.75032132535824,7.001499999999999,1.3901,2,0.4,A07265,Springfield Health Partners Alliance,2022.0,58.92565766440366,7.001499999999999,1.952199999999999,Use outperforming Twin as benchmark
A00012,Unity Provider Alliance Association,Florida,2024,5202,0.023253,80.4352,-0.4106,5.4034,1.8444,7.3169,0.6103,0.1473831143857125,0,LOW RISK,14.74,-0.0095417455617263,-0.9541745561726348,LOW SAVINGS,A05552,Brookside Health Network Care Network,Tennessee,2021,100.0,-3.8077,False,-3.6488,A01841,Metro Medical Partners Health System,Washington,2022,62.22571361413613,-0.6143,False,-0.4553999999999999,A04970,Oakridge Care Network Partners,Connecticut,2020,59.33330709652262,-0.1588999999999999,False,0.0,A05850,Summit Care Alliance Network,Ohio,2020,59.33330709652262,-0.1588999999999999,False,0.0,A01243,Oakridge Provider Alliance Care Network,Connecticut,2019,55.19234998637518,1.6652,True,1.8241,-0.6149199999999999,-0.1588999999999999,-1.02933904021541,1.6652,-3.8077,1,0.2,A01243,Oakridge Provider Alliance Care Network,2019.0,55.19234998637518,1.6652,1.8241,Use outperforming Twin as benchmark
A00014,Unity Care Association,North Carolina,2024,5708,0.019524,82.6399,-0.1487,0.3093,-5.7415,3.4927,-1.4408,0.1719113544480757,0,LOW RISK,17.19,0.0075986905840733,0.7598690584073334,MODERATE SAVINGS,A03720,Fairview Health Medical Center,Missouri,2019,100.0,0.8064,True,0.1415999999999999,A03401,Horizon Health Alliance Alliance,Florida,2018,100.0,0.8064,True,0.1415999999999999,A03958,Northstar Integrated Health Association,California,2023,58.89051540830713,0.6648000000000001,False,0.0,A01569,Valley Wellness Care Network,Ohio,2019,58.89051540830713,0.6648000000000001,False,0.0,A03318,Pinnacle Healthcare Care Network,Massachusetts,2019,58.59278214682286,-1.9062,False,-2.571,0.2072399999999999,0.6648000000000001,0.33979852889243,0.8064,-1.9062,2,0.4,A03720,Fairview Health Medical Center,2019.0,100.0,0.8064,0.1415999999999999,Use outperforming Twin as benchmark
A00015,Parkview Health Network Physician Alliance,Indiana,2024,18678,0.043114,74.4931,1.9328,-4.3209,-2.0301,-3.6149,-2.5177,0.0862567912100463,0,LOW RISK,8.63,0.0173754644355023,1.7375464435502377,MODERATE SAVINGS,A02786,Community Community Care Physician Alliance,North Carolina,2018,100.0,0.1075999999999999,False,0.0,A00751,Fairview Clinical Partners Alliance,Alabama,2023,67.33957075782114,-3.3141,False,-3.4216999999999995,A04478,Grandview Physician Network Physician Alliance,Florida,2018,64.20025942246798,-0.807,False,-0.9146,A03060,Westfield Healthcare Group,Indiana,2021,60.9556514228084,4.3899,True,4.2823,A00629,Westfield Physicians Group,Missouri,2020,60.9556514228084,4.3899,True,4.2823,0.95326,0.1075999999999999,0.76660879607277,4.3899,-3.3141,2,0.4,A03060,Westfield Healthcare Group,2021.0,60.9556514228084,4.3899,4.2823,Use outperforming Twin as benchmark
A00016,Meadow Physician Network Group,Wisconsin,2024,6676,-0.004267,79.7009,0.503,-4.2224,0.1051,1.0511,2.085,0.105069722866817,0,LOW RISK,10.51,0.0071096826759998,0.7109682675999831,MODERATE SAVINGS,A03900,Silverstone Care Network Group,Texas,2022,100.0,0.4667,True,0.0710999999999999,A02993,Canyon Provider Alliance Association,Wisconsin,2019,72.26825822344034,0.3956,False,0.0,A03556,Grandview Care Network Care Network,New York,2023,60.91211317409815,-0.4581,False,-0.8536999999999999,A06631,Redwood Medical Health System,Connecticut,2019,60.32909661050856,1.4251,True,1.0295,A05228,Mountain View Care Alliance,Indiana,2021,57.4036707775697,0.2468,False,-0.1488,0.41522,0.3956,0.4203254000295099,1.4251,-0.4581,2,0.4,A06631,Redwood Medical Health System,2019.0,60.32909661050856,1.4251,1.0295,Use outperforming Twin as benchmark
A00018,Grandview Health Network Network,Michigan,2024,48073,0.013508,66.4046,-0.6508,-7.1506,2.8892,2.6294,-3.1542,0.1128038647300966,0,LOW RISK,11.28,0.002845604026948,0.2845604026948048,MODERATE SAVINGS,A01912,Cedar Health Alliance Partners,Connecticut,2021,46.10034349452234,0.8687999999999999,False,-0.5550000000000002,A04234,Clearview Care Alliance Care Network,Indiana,2021,46.03507539410801,-4.6996,False,-6.1234,A03129,Crestview Clinical Partners Group,Minnesota,2020,45.07818640959704,2.0029000000000003,True,0.5791000000000001,A04622,Horizon Physician Network Care Network,Ohio,2020,45.07818640959704,2.0029000000000003,True,0.5791000000000001,A06711,Redwood Care Network Partners,Oregon,2018,43.539020779235535,1.4238,False,0.0,0.31976,1.4238,0.29345240483836,2.0029000000000003,-4.6996,2,0.4,A03129,Crestview Clinical Partners Group,2020.0,45.07818640959704,2.0029000000000003,0.5791000000000001,Use outperforming Twin as benchmark
A00019,Cedar Care Group,Pennsylvania,2024,49458,-0.019426,73.4691,8.13,6.882,-0.9475,4.234,-5.0168,0.0653815340106915,0,LOW RISK,6.54,-0.0177229594116099,-1.772295941160991,LOW SAVINGS,A07013,Lakeside Physicians Alliance,Indiana,2021,40.35880592550741,-1.464,False,-2.6881000000000004,A05784,Beacon Health Alliance Care Network,New York,2021,39.795206761347465,1.2241,False,0.0,A03711,Oakridge Wellness Collaborative,Oregon,2021,39.795206761347465,1.2241,False,0.0,A02236,Maplewood Health Network Health System,Pennsylvania,2022,38.7267373290606,-2.4166,False,-3.6407,A01661,Green Valley Community Care Association,Ohio,2019,37.03835645815028,1.3511,True,0.127,-0.01625999999999,1.2241,-0.02658557064426,1.3511,-2.4166,1,0.2,A01661,Green Valley Community Care Association,2019.0,37.03835645815028,1.3511,0.127,Use outperforming Twin as benchmark
A00020,Canyon Care Alliance Medical Center,Texas,2024,10588,0.045278,65.8623,1.9422,-9.2037,1.8632,3.9736,-7.6059,0.1219896480058965,0,LOW RISK,12.2,0.0193918302744849,1.9391830274484945,MODERATE SAVINGS,A07225,Parkview Medical Partners Health System,Texas,2020,50.62878878206701,2.0389,False,-1.6017,A04514,WellSpring Integrated Health Care Network,Arizona,2020,50.25264394159569,1.7821,False,-1.8585,A03995,Springfield Physicians Physician Alliance,Minnesota,2023,48.23115287164981,4.2475,True,0.6068999999999998,A00127,Pinnacle Care Alliance Network,Arizona,2018,48.08032448538132,3.6406,False,0.0,A00096,Meadow Care Partners Physician Alliance,Florida,2023,48.08032448538132,3.6406,False,0.0,3.06993999999999,3.6406,3.04854525200927,4.2475,1.7821,1,0.2,A03995,Springfield Physicians Physician Alliance,2023.0,48.23115287164981,4.2475,0.6068999999999998,Use outperforming Twin as benchmark
A00021,Northstar Integrated Health Partners,Wisconsin,2024,28323,0.011666,77.1941,-2.1276,4.49,-3.1281,-8.2255,-0.5152,0.1583575191463525,0,LOW RISK,15.84,-0.0058081348305783,-0.5808134830578391,LOW SAVINGS,A02701,Gateway Health Partners Health System,New Jersey,2018,100.0,0.0863,True,1.8501,A02805,Grandview Physicians Medical Center,Oregon,2023,55.54529806719352,-2.7033,False,-0.9395,A02240,Pioneer Health Alliance Physician Alliance,California,2023,55.212150772669865,-0.2697,True,1.4941000000000002,A07429,Golden Valley Physicians Collaborative,Minnesota,2023,51.21466333334802,-3.1397,False,-1.3759,A02068,Evergreen Health Partners Collaborative,Arizona,2018,50.63665573515688,-1.7638,False,0.0,-1.55804,-1.7638,-1.3004367596656,0.0863,-3.1397,2,0.4,A02701,Gateway Health Partners Health System,2018.0,100.0,0.0863,1.8501,Use outperforming Twin as benchmark
A00022,Riverside Care Alliance Health System,Maryland,2024,9755,0.066912,79.0416,-3.421,7.238,0.354,2.0955,-1.8605,0.1891061555855634,0,LOW RISK,18.91,0.0155094579401119,1.5509457940111997,MODERATE SAVINGS,A00081,Pioneer Medical Health System,New York,2022,100.0,1.5688,False,-1.7552,A05427,Northstar Care Network Health System,New York,2018,55.589147926187024,3.1996,False,-0.1244000000000002,A06409,Community Health Partners Collaborative,Wisconsin,2021,54.45450378779292,3.8017,True,0.4777000000000003,A02747,WellSpring Clinical Partners Association,California,2023,54.40610248438216,3.324,False,0.0,A00439,Stonebridge Clinical Partners Collaborative,Tennessee,2019,54.40610248438216,3.324,False,0.0,3.04361999999999,3.324,2.83342606113637,3.8017,1.5688,1,0.2,A06409,Community Health Partners Collaborative,2021.0,54.45450378779292,3.8017,0.4777000000000003,Use outperforming Twin as benchmark
A00023,Maplewood Integrated Health Physician Alliance,Arizona,2024,17824,0.108648,87.442,2.9868,1.209,-1.1244,-2.7222,1.9936,0.0174025695088143,0,LOW RISK,1.74,0.0592122344351602,5.921223443516026,HIGH SAVINGS,A04009,Evergreen Health Group,Connecticut,2018,62.76649790775218,3.7914,False,0.0,A01349,Clearview Medical Partners Collaborative,Pennsylvania,2021,62.76649790775218,3.7914,False,0.0,A02831,Crestview Health Network,Illinois,2021,62.76649790775218,3.7914,False,0.0,A05254,Clearview Wellness Physician Alliance,Florida,2020,62.76649790775218,3.7914,False,0.0,A02670,Heartland Provider Alliance Medical Center,Indiana,2021,56.42021621529676,2.915,False,-0.8764000000000004,3.61612,3.7914,3.630590584067421,3.7914,2.915,0,0.0,,,,,,,Use TOP-5 Twin benchmark
A00024,Valley Health Partners Association,Arizona,2024,14022,0.064732,100.0,0.0218,-4.4074,0.6064,9.7052,10.962,0.0625465693124484,0,LOW RISK,6.25,0.0484030561318388,4.840305613183881,HIGH SAVINGS,A05996,Community Wellness Partners,Oregon,2022,100.0,4.0488,False,-1.3224,A04941,Riverbend Healthcare Network,Georgia,2018,40.84218654143785,4.978,False,-0.3932000000000005,A00027,Highland Care Network Physician Alliance,Oregon,2021,40.64548671915181,5.3712,False,0.0,A03947,Green Valley Medical Group Association,Illinois,2019,40.64548671915181,5.3712,False,0.0,A04462,Summit Physician Network Network,Maryland,2020,40.64548671915181,5.3712,False,0.0,5.02808,5.3712,4.80684992966105,5.3712,4.0488,0,0.0,,,,,,,Use TOP-5 Twin benchmark
A00025,Northstar Healthcare Alliance,Oregon,2024,56769,0.025636,75.6298,-3.8807,4.6622,1.1209,5.1084,-1.3532,0.0673495669487179,0,LOW RISK,6.73,-0.0069763847367086,-0.697638473670864,LOW SAVINGS,A01365,Green Valley Physician Network Care Network,Illinois,2018,50.20033949282477,0.3546999999999999,True,3.3227,A01490,Valley Medical Physician Alliance,Pennsylvania,2019,45.529209242780766,-2.1447000000000003,True,0.8233,A07366,Mountain View Medical Group Care Network,Texas,2022,44.95595086689805,-2.968,False,0.0,A00362,Silverstone Provider Alliance Network,Massachusetts,2023,44.67822593616808,-3.2841,False,-0.3161,A06049,Metro Wellness Partners,Michigan,2019,44.67822593616808,-3.2841,False,-0.3161,-2.26524,-2.968,-2.20275135540745,0.3546999999999999,-3.2841,2,0.4,A01365,Green Valley Physician Network Care Network,2018.0,50.20033949282477,0.3546999999999999,3.3227,Use outperforming Twin as benchmark
A00026,Pinnacle Wellness Group,New York,2024,23413,0.049093,72.8418,-0.414,6.7975,3.7999,7.1712,-1.0727,0.1374676064901824,0,LOW RISK,13.75,0.0120526783579655,1.2052678357965592,MODERATE SAVINGS,A05979,Redwood Care Collaborative,Colorado,2023,59.835449437109816,2.093,True,0.5685000000000001,A05657,Clearview Integrated Health Health System,Oregon,2020,58.79100030362933,1.0028,False,-0.5216999999999999,A03523,Pinnacle Health Network Medical Center,Georgia,2021,53.57486286671643,3.9274,True,2.4029000000000003,A05191,Parkview Health Association,Tennessee,2020,52.8586157833088,1.5245,False,0.0,A02319,Metro Integrated Health Collaborative,Connecticut,2020,52.8586157833088,1.5245,False,0.0,2.01444,1.5245,1.99974797786181,3.9274,1.0028,2,0.4,A03523,Pinnacle Health Network Medical Center,2021.0,53.57486286671643,3.9274,2.4029000000000003,Use outperforming Twin as benchmark
A00027,Highland Care Network Physician Alliance,Oregon,2024,25460,0.109512,93.781,6.0261,2.433,5.8934,-3.5227,7.2879,0.0160726401707559,0,LOW RISK,1.61,0.0982795005599077,9.82795005599077,HIGH SAVINGS,A07342,Valley Health Partners Collaborative,Maryland,2019,100.0,10.2871,False,0.0,A04562,Pioneer Health Alliance Group,Tennessee,2019,100.0,10.2871,False,0.0,A04481,Evergreen Healthcare Medical Center,Indiana,2023,100.0,10.2871,False,0.0,A03820,Community Health Collaborative Partners,Georgia,2022,48.60821235860231,10.0475,False,-0.2396000000000009,A01843,Westfield Physician Network Health System,Michigan,2022,48.60821235860231,10.0475,False,-0.2396000000000009,10.191259999999987,10.2871,10.22845928447866,10.2871,10.0475,0,0.0,,,,,,,Use TOP-5 Twin benchmark
